"id","household","kids","vehicles","priceExpected","incomeExpected","businessExpected","financialStability","investments","income","age","employmentSector","region","hoursPerWeek"
50839323.7363868,5,3,2,0,1,"Worse Off","Worse Off","Savings account",82,31,"Wholesale and retail trade","West",43
50844581.8280553,4,2,2,0,1,"Better Off","Worse Off","Mutual funds",37,29,"Leisure and hospitality","Midwest",43
50994109.3905168,3,1,2,4,1,"Worse Off","Worse Off","Savings account",39,27,"Manufacturing","Northeast",40
50818216.5589919,10,6,3,1,0,"Better Off","Better Off","Mutual funds",33,44,"Leisure and hospitality","South",36
50933122.8652478,3,2,1,3,0,"Better Off","Worse Off","Savings account",24,25,"Public administration","West",35
50851269.6126175,4,2,2,1,0,"Worse Off","Worse Off","Retirement account",45,50,"Transportation and utilities","Midwest",35
50861245.7210017,3,2,2,6,0,"Worse Off","Worse Off","Stocks",64,53,"Leisure and hospitality","Northeast",40
50697758.1771288,4,2,2,-1,1,"Better Off","Worse Off","Retirement account",37,42,"Wholesale and retail trade","South",34
50977718.4720352,2,1,1,1,2,"Worse Off","Worse Off","Mutual funds",61,30,"Other","West",35
50875474.1803881,5,3,2,4,0,"Worse Off","Worse Off","Mutual funds",42,39,"Professional and business services","Midwest",33
50866184.4812739,2,1,1,3,1,"Worse Off","Worse Off","Retirement account",34,29,"Financial services","Northeast",40
50847210.0336852,4,3,1,1,1,"Worse Off","Worse Off","Stocks",33,53,"Other","South",51
50841428.8658584,3,1,2,-3,1,"Better Off","Worse Off","Stocks",54,25,"Education","West",39
50851011.5780745,2,1,1,2,-1,"Worse Off","Worse Off","Savings account",49,30,"Public administration","Midwest",36
50750982.009856,3,2,2,6,1,"Worse Off","Worse Off","Savings account",62,NA,"Health services","Northeast",45
50788148.1072742,3,1,2,2,2,"Worse Off","Worse Off","Mutual funds",46,43,"Transportation and utilities","South",42
50956170.5834237,3,2,2,3,0,"Worse Off","Worse Off","Bonds",40,23,"Construction","West",32
51024755.262051,6,4,2,1,2,"Worse Off","Better Off","Savings account",62,35,"Other","Midwest",47
50968216.2298032,4,3,2,3,2,"Worse Off","Worse Off","Mutual funds",44,58,"Public administration","Northeast",34
50777735.1973396,3,2,1,0,0,"Worse Off","Worse Off","Savings account",55,53,"Wholesale and retail trade","South",28
50885171.1631381,4,2,2,-1,2,"Worse Off","Worse Off","Stocks",52,23,"Manufacturing","West",38
50917217.8816224,4,3,1,-3,0,"Better Off","Better Off","Bonds",32,30,"Public administration","Midwest",37
50811629.4677859,4,3,1,0,1,"Better Off","Worse Off","Savings account",58,24,"Education","Northeast",41
50834443.9149372,5,4,1,0,2,"Better Off","Better Off","Savings account",32,NA,"Health services","South",35
50787296.7532072,6,3,3,-2,-1,"Worse Off","Better Off","Savings account",40,31,"Wholesale and retail trade","West",33
50807549.4120052,4,2,2,-1,1,"Better Off","Better Off","Stocks",44,19,"Other","Midwest",39
50851874.3320359,2,1,2,5,0,"Worse Off","Worse Off","Bonds",61,44,"Public administration","Northeast",47
50757171.6202387,2,1,1,4,0,"Worse Off","Worse Off","Savings account",35,32,"Financial services","South",40
50794418.000751,3,2,1,7,0,"Worse Off","Worse Off","Retirement account",52,40,"Professional and business services","West",34
50809659.8166841,3,1,2,6,1,"Worse Off","Worse Off","Savings account",48,33,"Health services","Midwest",31
50835302.0336047,2,1,1,1,2,"Worse Off","Worse Off","Bonds",59,27,"Transportation and utilities","Northeast",42
50877113.6947499,4,3,1,3,0,"Worse Off","Worse Off","Retirement account",34,39,"Leisure and hospitality","South",40
50795883.8318286,2,1,1,0,3,"Worse Off","Worse Off","Savings account",34,43,"Financial services","West",40
50828094.8563024,4,2,2,2,1,"Worse Off","Worse Off","Savings account",43,41,"Wholesale and retail trade","Midwest",47
50927413.5327674,3,2,1,2,0,"Worse Off","Worse Off","Bonds",31,34,"Leisure and hospitality","Northeast",39
50768922.6419652,7,4,3,3,2,"Better Off","Worse Off","Savings account",40,36,"Wholesale and retail trade","South",30
50825505.8189514,5,4,2,1,2,"Worse Off","Worse Off","Savings account",78,42,"Leisure and hospitality","West",36
50855044.62828,3,2,2,6,1,"Worse Off","Worse Off","Retirement account",73,33,"Health services","Midwest",44
50959720.650869,4,2,2,2,-1,"Worse Off","Better Off","Bonds",43,36,"Other","Northeast",41
50831596.5887223,5,4,2,4,0,"Worse Off","Worse Off","Stocks",41,20,"Wholesale and retail trade","South",34
50888799.453836,3,1,2,4,0,"Worse Off","Worse Off","Bonds",72,35,"Education","West",38
50901855.1977627,2,1,1,4,1,"Worse Off","Better Off","Savings account",31,43,"Professional and business services","Midwest",31
50829454.8944827,4,2,2,-4,2,"Better Off","Better Off","Savings account",36,34,"Construction","Northeast",40
50718920.916558,2,1,1,2,2,"Worse Off","Worse Off","Savings account",50,29,"Manufacturing","South",37
50823917.4007146,5,4,1,6,4,"Worse Off","Better Off","Stocks",33,44,"Professional and business services","West",43
50993450.3846065,3,2,1,1,1,"Worse Off","Worse Off","Retirement account",53,38,"Public administration","Midwest",39
50808522.0953316,4,2,2,2,2,"Worse Off","Worse Off","Mutual funds",33,23,"Leisure and hospitality","Northeast",32
50918414.3692096,2,1,1,6,2,"Worse Off","Worse Off","Bonds",37,53,"Transportation and utilities","South",50
50770476.794465,2,1,2,-1,1,"Better Off","Worse Off","Retirement account",45,29,"Financial services","West",36
50897978.0501745,4,3,1,3,1,"Better Off","Worse Off","Savings account",45,26,"Transportation and utilities","Midwest",43
50844396.4681689,4,2,2,3,2,"Worse Off","Worse Off","Savings account",35,31,"Wholesale and retail trade","Northeast",46
50894280.4183692,4,3,1,4,0,"Worse Off","Worse Off","Bonds",37,40,"Health services","South",38
50755373.9633846,4,2,2,-1,2,"Better Off","Better Off","Savings account",49,23,"Financial services","West",38
50836865.3526801,5,3,2,0,1,"Worse Off","Worse Off","Savings account",32,53,"Other","Midwest",40
50902974.8712022,4,2,2,1,0,"Worse Off","Better Off","Retirement account",56,NA,"Other","Northeast",40
50780731.4223665,4,3,1,-1,3,"Better Off","Worse Off","Stocks",39,49,"Leisure and hospitality","South",34
50820277.4956313,4,3,2,1,2,"Worse Off","Worse Off","Savings account",55,41,"Other","West",39
50856463.2711473,5,2,3,4,-1,"Worse Off","Worse Off","Retirement account",40,NA,"Other","Midwest",38
50852142.944803,4,2,2,4,1,"Better Off","Worse Off","Savings account",31,38,"Financial services","Northeast",45
50847104.2745833,8,5,3,5,0,"Worse Off","Worse Off","Retirement account",37,52,"Leisure and hospitality","South",38
50841736.0059373,7,3,4,3,1,"Worse Off","Worse Off","Mutual funds",52,NA,"Manufacturing","West",38
50872374.0153504,2,1,2,-1,1,"Worse Off","Better Off","Stocks",48,46,"Wholesale and retail trade","Midwest",41
50846663.5409225,4,1,3,0,1,"Worse Off","Worse Off","Stocks",35,53,"Manufacturing","Northeast",48
50876712.6721151,4,3,1,-3,1,"Worse Off","Better Off","Savings account",29,30,"Financial services","South",33
50688856.236909,3,2,1,2,2,"Worse Off","Worse Off","Stocks",53,NA,"Wholesale and retail trade","West",38
50853208.4834351,4,1,2,3,0,"Worse Off","Worse Off","Savings account",31,42,"Leisure and hospitality","Midwest",41
50822838.0090264,5,2,3,-4,0,"Better Off","Better Off","Savings account",59,28,"Leisure and hospitality","Northeast",48
50799339.7634988,3,1,2,-3,2,"Worse Off","Better Off","Savings account",28,44,"Leisure and hospitality","South",34
50813937.4637884,5,3,2,3,2,"Worse Off","Worse Off","Retirement account",62,30,"Transportation and utilities","West",30
50966294.0772351,3,2,1,0,0,"Worse Off","Worse Off","Retirement account",45,51,"Leisure and hospitality","Midwest",40
50833232.201531,3,1,2,3,4,"Worse Off","Worse Off","Mutual funds",51,35,"Public administration","Northeast",59
50916054.12295,3,2,2,-1,3,"Worse Off","Worse Off","Bonds",63,33,"Professional and business services","South",39
50836244.4199581,4,2,2,3,1,"Worse Off","Worse Off","Bonds",39,26,"Transportation and utilities","West",32
50755678.4811599,6,4,2,0,1,"Worse Off","Worse Off","Savings account",50,28,"Manufacturing","Midwest",33
51024995.1449666,3,1,2,1,1,"Worse Off","Worse Off","Mutual funds",36,38,"Construction","Northeast",38
50903955.5152818,3,2,1,0,2,"Better Off","Worse Off","Mutual funds",55,26,"Transportation and utilities","South",38
50764324.0768503,2,1,1,7,1,"Better Off","Worse Off","Retirement account",44,27,"Transportation and utilities","West",45
50946269.1328711,7,5,2,3,2,"Worse Off","Worse Off","Savings account",41,41,"Professional and business services","Midwest",37
50787882.4249767,3,1,2,1,1,"Worse Off","Worse Off","Savings account",49,25,"Other","Northeast",41
50741305.2443635,7,5,2,1,1,"Better Off","Worse Off","Savings account",34,38,"Professional and business services","South",57
50930536.0883249,5,3,2,7,1,"Worse Off","Worse Off","Bonds",34,28,"Professional and business services","West",33
50831611.3345755,4,3,2,2,1,"Worse Off","Worse Off","Savings account",54,38,"Manufacturing","Midwest",32
50833709.5817316,4,3,1,-2,3,"Better Off","Worse Off","Retirement account",39,38,"Wholesale and retail trade","Northeast",36
50818631.9867516,4,2,2,5,2,"Worse Off","Worse Off","Mutual funds",30,34,"Professional and business services","South",33
50776083.2774058,3,2,2,-2,1,"Worse Off","Better Off","Savings account",40,27,"Other","West",37
50872996.0171084,4,2,2,-1,1,"Better Off","Worse Off","Savings account",47,28,"Wholesale and retail trade","Midwest",43
50797628.4241507,2,1,1,-3,1,"Better Off","Better Off","Savings account",41,44,"Health services","Northeast",34
50799024.2880481,3,2,1,5,2,"Worse Off","Worse Off","Mutual funds",46,29,"Public administration","South",49
50851010.0575978,3,1,2,0,-1,"Worse Off","Better Off","Savings account",33,30,"Public administration","West",43
50834896.5533746,5,4,2,1,1,"Better Off","Worse Off","Stocks",44,48,"Other","Midwest",31
50933413.2173537,3,2,1,-1,0,"Worse Off","Worse Off","Retirement account",42,29,"Leisure and hospitality","Northeast",42
50749141.8636757,2,1,2,3,2,"Worse Off","Worse Off","Stocks",66,45,"Transportation and utilities","South",53
50956094.3512257,5,4,1,0,4,"Better Off","Worse Off","Stocks",38,34,"Manufacturing","West",33
50758390.7814773,4,3,1,1,0,"Better Off","Better Off","Stocks",45,45,"Leisure and hospitality","Midwest",31
50810397.2285704,4,1,3,-4,1,"Better Off","Better Off","Stocks",38,41,"Transportation and utilities","Northeast",31
50728190.2555507,2,1,2,2,2,"Worse Off","Worse Off","Retirement account",42,26,"Public administration","South",43
50812163.7917524,3,2,1,1,0,"Better Off","Worse Off","Mutual funds",41,31,"Professional and business services","West",32
50818083.5478087,4,3,1,-3,1,"Better Off","Worse Off","Savings account",54,30,"Transportation and utilities","Midwest",43
50649710.9581199,3,2,1,-2,2,"Worse Off","Better Off","Savings account",28,25,"Leisure and hospitality","Northeast",41
50859250.5970334,4,2,2,0,1,"Worse Off","Better Off","Mutual funds",47,29,"Health services","South",30
50835696.4821864,4,3,2,5,-1,"Worse Off","Worse Off","Retirement account",41,27,"Financial services","West",42
50767617.2164304,3,1,2,-3,2,"Better Off","Worse Off","Savings account",51,39,"Financial services","Midwest",39
50775913.9193672,4,2,2,-3,0,"Better Off","Worse Off","Mutual funds",58,42,"Leisure and hospitality","Northeast",41
50908086.590798,5,4,2,-2,1,"Better Off","Better Off","Retirement account",46,23,"Transportation and utilities","South",40
51010972.6518867,2,1,1,1,1,"Worse Off","Worse Off","Savings account",55,27,"Education","West",45
50865249.1941494,5,3,2,-1,1,"Better Off","Worse Off","Stocks",49,42,"Transportation and utilities","Midwest",36
50784442.4764608,2,1,2,5,0,"Better Off","Worse Off","Stocks",49,29,"Public administration","Northeast",43
50858774.3906026,4,3,1,1,0,"Better Off","Better Off","Mutual funds",53,43,"Other","South",38
50814395.3456795,4,3,2,-1,1,"Worse Off","Worse Off","Stocks",47,42,"Wholesale and retail trade","West",40
50914876.0913313,3,1,2,2,2,"Worse Off","Worse Off","Savings account",38,38,"Construction","Midwest",40
50921872.4249835,2,1,2,-1,2,"Better Off","Worse Off","Bonds",51,24,"Manufacturing","Northeast",31
50842373.5669194,2,1,1,-3,3,"Better Off","Worse Off","Stocks",37,43,"Wholesale and retail trade","South",38
50994945.1404981,4,3,2,4,1,"Worse Off","Worse Off","Mutual funds",68,48,"Manufacturing","West",43
50816262.9985234,5,3,2,0,3,"Better Off","Worse Off","Stocks",27,35,"Public administration","Midwest",44
50698431.9430517,4,3,1,1,1,"Worse Off","Better Off","Savings account",51,23,"Wholesale and retail trade","Northeast",50
50989155.6935066,3,1,2,-3,3,"Better Off","Better Off","Retirement account",40,NA,"Other","South",31
50770644.6916543,2,1,1,-1,2,"Worse Off","Worse Off","Stocks",54,40,"Wholesale and retail trade","West",42
50984299.3915019,4,2,2,-2,2,"Better Off","Worse Off","Stocks",38,37,"Health services","Midwest",28
50882874.6451925,3,1,2,6,1,"Worse Off","Worse Off","Retirement account",38,44,"Public administration","Northeast",33
50902667.0776117,5,3,2,5,3,"Worse Off","Worse Off","Savings account",36,NA,"Financial services","South",46
50815168.8052283,2,1,1,2,2,"Better Off","Worse Off","Savings account",24,29,"Leisure and hospitality","West",27
50816445.5908754,3,2,1,5,2,"Worse Off","Worse Off","Savings account",44,51,"Wholesale and retail trade","Midwest",44
50980073.7972349,2,1,1,2,2,"Worse Off","Worse Off","Stocks",55,NA,"Public administration","Northeast",37
50779820.9668613,3,2,1,1,-1,"Worse Off","Worse Off","Mutual funds",58,34,"Other","South",38
50808784.9207086,4,2,2,-1,2,"Worse Off","Better Off","Retirement account",44,44,"Wholesale and retail trade","West",42
50601033.6989415,3,2,2,-1,0,"Worse Off","Worse Off","Stocks",49,NA,"Public administration","Midwest",36
50759822.2214593,4,2,2,5,1,"Worse Off","Worse Off","Retirement account",51,43,"Education","Northeast",36
50848214.8825049,2,1,2,2,0,"Worse Off","Better Off","Retirement account",57,27,"Financial services","South",32
50765768.798332,3,2,2,0,0,"Worse Off","Worse Off","Savings account",51,38,"Manufacturing","West",41
50781703.1627511,5,4,1,6,1,"Worse Off","Worse Off","Stocks",41,NA,"Education","Midwest",42
50839720.9754017,3,2,1,-1,1,"Better Off","Worse Off","Retirement account",64,49,"Leisure and hospitality","Northeast",45
50678641.1147686,2,1,1,4,0,"Worse Off","Worse Off","Retirement account",36,51,"Public administration","South",34
50776040.1524483,4,2,2,0,4,"Worse Off","Worse Off","Mutual funds",38,31,"Manufacturing","West",34
50725658.670217,3,2,2,-1,1,"Worse Off","Worse Off","Bonds",79,40,"Other","Midwest",37
50801188.3731082,7,5,2,-2,2,"Worse Off","Worse Off","Savings account",58,35,"Manufacturing","Northeast",33
50784090.0860449,2,1,1,2,2,"Worse Off","Worse Off","Mutual funds",31,37,"Professional and business services","South",45
50688673.0021054,5,4,2,0,0,"Better Off","Better Off","Savings account",34,40,"Health services","West",30
50909651.6828345,3,2,1,-4,2,"Worse Off","Worse Off","Savings account",33,38,"Construction","Midwest",43
50724656.9585217,4,1,3,1,1,"Worse Off","Worse Off","Stocks",39,32,"Other","Northeast",38
50751406.8621879,5,3,3,-2,2,"Better Off","Worse Off","Savings account",64,NA,"Transportation and utilities","South",37
50895843.6199143,4,1,3,-4,2,"Better Off","Worse Off","Retirement account",38,NA,"Professional and business services","West",31
50854996.0770703,4,1,3,1,1,"Worse Off","Better Off","Savings account",60,42,"Leisure and hospitality","Midwest",41
50835671.7159104,2,1,1,1,1,"Worse Off","Better Off","Savings account",33,24,"Financial services","Northeast",39
50746522.7454021,7,3,3,3,1,"Worse Off","Worse Off","Retirement account",34,NA,"Other","South",39
50848591.4831949,2,1,1,3,1,"Worse Off","Worse Off","Retirement account",51,55,"Leisure and hospitality","West",46
50759513.8652998,5,3,2,4,1,"Worse Off","Worse Off","Mutual funds",51,27,"Health services","Midwest",33
50793388.2397083,4,3,1,2,1,"Worse Off","Worse Off","Retirement account",47,32,"Transportation and utilities","Northeast",34
50762797.2298263,4,2,2,1,2,"Worse Off","Worse Off","Savings account",56,29,"Public administration","South",34
50907749.2218751,3,2,1,-3,2,"Better Off","Better Off","Stocks",49,26,"Financial services","West",45
50689723.5476554,2,1,2,1,2,"Better Off","Worse Off","Retirement account",62,31,"Transportation and utilities","Midwest",42
50852451.4907053,4,3,2,4,2,"Worse Off","Better Off","Savings account",51,41,"Other","Northeast",36
50825897.0822388,2,1,2,-1,1,"Worse Off","Worse Off","Stocks",35,40,"Construction","South",35
50885775.2107133,3,2,2,2,1,"Worse Off","Worse Off","Bonds",56,36,"Education","West",44
50982717.1784699,2,1,2,-1,1,"Worse Off","Worse Off","Savings account",40,28,"Other","Midwest",46
50812933.0907029,3,2,1,-1,0,"Worse Off","Better Off","Stocks",33,45,"Other","Northeast",30
50736239.2017441,4,2,2,4,2,"Better Off","Worse Off","Mutual funds",53,NA,"Health services","South",37
50778959.9141219,4,2,2,1,1,"Worse Off","Worse Off","Bonds",46,30,"Leisure and hospitality","West",40
50762768.304069,2,1,2,1,2,"Worse Off","Worse Off","Stocks",83,32,"Education","Midwest",39
50764807.1192892,4,3,2,2,1,"Worse Off","Worse Off","Savings account",45,41,"Manufacturing","Northeast",32
50813032.8983686,4,2,2,3,1,"Worse Off","Worse Off","Retirement account",38,NA,"Wholesale and retail trade","South",40
50891886.8096753,4,1,3,5,1,"Worse Off","Worse Off","Savings account",49,30,"Public administration","West",44
50893259.1287577,3,2,2,-2,2,"Better Off","Better Off","Mutual funds",21,32,"Public administration","Midwest",35
50720436.4936519,4,2,2,2,3,"Better Off","Worse Off","Mutual funds",49,46,"Public administration","Northeast",41
50822303.8818195,6,4,2,3,0,"Worse Off","Worse Off","Savings account",33,21,"Manufacturing","South",46
50873250.6740707,3,2,2,-1,3,"Worse Off","Better Off","Bonds",59,23,"Health services","West",38
50920558.4525255,2,1,2,-3,3,"Better Off","Better Off","Stocks",65,33,"Public administration","Midwest",33
50783442.4634064,2,1,1,1,1,"Worse Off","Better Off","Mutual funds",33,50,"Financial services","Northeast",53
50703261.0504921,2,1,1,3,2,"Worse Off","Worse Off","Retirement account",42,26,"Transportation and utilities","South",33
50769720.787976,5,4,1,0,3,"Better Off","Worse Off","Savings account",49,NA,"Health services","West",45
50776426.6507095,3,2,2,3,3,"Worse Off","Worse Off","Stocks",90,NA,"Construction","Midwest",34
50950999.8428561,3,1,2,0,3,"Worse Off","Worse Off","Retirement account",41,47,"Manufacturing","Northeast",38
51025245.8463133,4,3,2,-1,1,"Worse Off","Better Off","Savings account",48,27,"Public administration","South",39
50874706.2483521,2,1,1,-2,1,"Worse Off","Better Off","Savings account",35,31,"Other","West",41
50776599.7608335,4,2,2,-2,1,"Worse Off","Worse Off","Savings account",37,34,"Public administration","Midwest",35
50899221.6892223,8,5,3,1,1,"Better Off","Better Off","Savings account",66,29,"Other","Northeast",45
50834371.212301,4,2,2,-3,-1,"Worse Off","Worse Off","Stocks",59,47,"Leisure and hospitality","South",42
50882976.3378645,4,2,3,3,0,"Worse Off","Worse Off","Stocks",54,26,"Construction","West",37
50870344.8725977,4,1,3,2,2,"Worse Off","Better Off","Bonds",54,21,"Other","Midwest",42
50744224.6614142,5,3,2,1,3,"Worse Off","Worse Off","Stocks",65,38,"Transportation and utilities","Northeast",41
50747310.7926765,6,4,2,4,2,"Worse Off","Worse Off","Retirement account",26,27,"Public administration","South",36
50725405.4356268,3,2,2,3,2,"Better Off","Worse Off","Savings account",52,20,"Manufacturing","West",35
50803111.6629312,3,1,2,3,3,"Worse Off","Worse Off","Mutual funds",41,38,"Leisure and hospitality","Midwest",46
50701945.1628761,3,2,2,4,1,"Worse Off","Worse Off","Savings account",62,36,"Manufacturing","Northeast",49
51018141.4920379,5,3,2,0,3,"Better Off","Worse Off","Savings account",46,32,"Leisure and hospitality","South",43
50785908.8795187,2,1,2,2,3,"Worse Off","Worse Off","Retirement account",76,27,"Other","West",43
50747843.4108166,3,1,2,2,1,"Worse Off","Worse Off","Retirement account",44,36,"Wholesale and retail trade","Midwest",41
50811125.651962,7,4,3,-1,0,"Worse Off","Better Off","Stocks",55,30,"Public administration","Northeast",45
50865027.7829986,5,4,1,-2,1,"Better Off","Worse Off","Retirement account",51,32,"Wholesale and retail trade","South",34
50783907.3650539,3,2,2,-1,0,"Worse Off","Better Off","Stocks",49,35,"Wholesale and retail trade","West",50
50675740.328969,3,1,2,-3,1,"Worse Off","Better Off","Mutual funds",42,25,"Leisure and hospitality","Midwest",53
50817814.0041438,3,2,1,1,1,"Worse Off","Better Off","Bonds",26,29,"Leisure and hospitality","Northeast",32
50824577.8909959,3,2,1,2,1,"Worse Off","Worse Off","Bonds",37,39,"Health services","South",48
51025611.9922902,3,1,2,3,2,"Worse Off","Worse Off","Retirement account",36,24,"Financial services","West",31
50843837.2640941,2,1,1,-1,-1,"Better Off","Worse Off","Bonds",31,42,"Transportation and utilities","Midwest",51
50984090.5131923,3,2,1,2,1,"Worse Off","Worse Off","Retirement account",44,39,"Other","Northeast",39
50880908.1748518,5,4,1,6,1,"Worse Off","Worse Off","Retirement account",43,33,"Public administration","South",30
50739027.3364896,2,1,2,2,2,"Worse Off","Worse Off","Savings account",85,19,"Transportation and utilities","West",45
50962489.6710399,6,4,2,-2,2,"Better Off","Better Off","Savings account",52,23,"Construction","Midwest",31
50845400.3697484,5,2,3,5,1,"Worse Off","Worse Off","Stocks",65,33,"Transportation and utilities","Northeast",47
50909263.4026106,5,3,2,4,2,"Worse Off","Worse Off","Bonds",73,39,"Leisure and hospitality","South",33
50718070.2247743,6,4,2,-2,1,"Better Off","Worse Off","Savings account",43,31,"Wholesale and retail trade","West",35
50845046.0557264,3,1,2,7,4,"Worse Off","Worse Off","Stocks",29,45,"Construction","Midwest",34
50837699.298958,5,3,3,1,2,"Worse Off","Worse Off","Stocks",42,32,"Transportation and utilities","Northeast",41
50956316.7271933,5,3,2,5,2,"Worse Off","Worse Off","Stocks",37,24,"Leisure and hospitality","South",35
50905095.7951299,4,2,2,1,1,"Worse Off","Better Off","Stocks",49,28,"Other","West",45
50774281.922893,4,2,2,0,1,"Worse Off","Worse Off","Retirement account",46,23,"Financial services","Midwest",35
50747179.0875795,7,3,3,0,0,"Better Off","Worse Off","Retirement account",68,30,"Education","Northeast",33
50959823.1434993,3,2,1,-3,1,"Better Off","Better Off","Mutual funds",35,25,"Transportation and utilities","South",37
50766941.9142214,4,3,2,5,1,"Worse Off","Worse Off","Savings account",55,37,"Professional and business services","West",41
50778405.2062347,6,4,2,3,1,"Worse Off","Worse Off","Savings account",30,36,"Public administration","Midwest",48
50833666.9537409,5,3,2,-1,1,"Worse Off","Worse Off","Savings account",54,29,"Leisure and hospitality","Northeast",34
50893503.0927469,4,2,2,3,-1,"Worse Off","Worse Off","Stocks",44,40,"Leisure and hospitality","South",31
50832331.7725876,4,3,2,4,1,"Worse Off","Worse Off","Mutual funds",61,49,"Construction","West",39
50942461.7126625,2,1,1,-2,2,"Better Off","Worse Off","Bonds",65,45,"Other","Midwest",31
50825720.5563176,4,3,1,3,2,"Worse Off","Worse Off","Mutual funds",45,36,"Construction","Northeast",33
50759800.2698957,4,2,2,3,2,"Worse Off","Worse Off","Retirement account",59,NA,"Professional and business services","South",46
50833395.9759341,5,4,2,1,1,"Better Off","Worse Off","Retirement account",36,20,"Leisure and hospitality","West",41
50749177.7977623,4,2,2,3,2,"Better Off","Worse Off","Savings account",32,39,"Transportation and utilities","Midwest",33
50909451.8972714,7,5,2,-2,1,"Worse Off","Better Off","Retirement account",41,32,"Health services","Northeast",42
50899920.7701375,3,2,1,2,1,"Worse Off","Worse Off","Stocks",45,49,"Manufacturing","South",49
50783017.9353436,4,2,2,0,1,"Worse Off","Worse Off","Savings account",44,25,"Public administration","West",37
50764262.6653265,2,1,1,4,2,"Worse Off","Worse Off","Stocks",47,38,"Wholesale and retail trade","Midwest",46
50888617.5080263,2,1,2,0,2,"Better Off","Worse Off","Bonds",43,37,"Public administration","Northeast",40
50920721.5390701,4,3,2,2,2,"Worse Off","Better Off","Retirement account",67,21,"Other","South",39
50809179.2129052,3,2,1,0,2,"Better Off","Worse Off","Retirement account",46,47,"Transportation and utilities","West",41
51011266.2017473,5,3,3,1,1,"Worse Off","Worse Off","Retirement account",88,NA,"Other","Midwest",38
50706758.1788273,4,2,2,0,1,"Better Off","Worse Off","Retirement account",40,40,"Financial services","Northeast",34
50817802.1843737,3,2,2,-1,2,"Worse Off","Worse Off","Savings account",42,32,"Manufacturing","South",34
50930576.9905531,3,1,2,-2,1,"Better Off","Worse Off","Mutual funds",54,40,"Other","West",43
50809108.591627,4,2,2,2,0,"Worse Off","Worse Off","Stocks",59,31,"Leisure and hospitality","Midwest",37
50850232.6827856,5,2,3,-3,1,"Better Off","Better Off","Mutual funds",67,51,"Financial services","Northeast",32
50955630.1575322,4,2,2,7,2,"Worse Off","Worse Off","Retirement account",32,44,"Health services","South",29
50842897.1976623,5,3,2,2,2,"Worse Off","Worse Off","Bonds",54,39,"Wholesale and retail trade","West",36
50797562.8173464,4,2,2,4,1,"Worse Off","Worse Off","Mutual funds",24,38,"Leisure and hospitality","Midwest",32
50790134.0964738,3,1,2,-2,1,"Better Off","Better Off","Mutual funds",39,52,"Health services","Northeast",33
50806813.9749511,2,1,1,-1,1,"Better Off","Better Off","Bonds",35,32,"Wholesale and retail trade","South",40
50833763.2766614,2,1,1,6,2,"Worse Off","Worse Off","Retirement account",44,NA,"Financial services","West",36
51024069.127898,3,2,2,-1,1,"Better Off","Better Off","Stocks",44,32,"Transportation and utilities","Midwest",33
50862871.5286599,2,1,1,-1,2,"Better Off","Worse Off","Savings account",37,37,"Education","Northeast",28
50928055.5386532,5,4,2,4,3,"Worse Off","Worse Off","Savings account",52,29,"Transportation and utilities","South",38
50882070.0335861,3,2,1,0,2,"Worse Off","Better Off","Mutual funds",34,35,"Financial services","West",29
50986965.2945378,3,2,2,2,1,"Worse Off","Worse Off","Stocks",79,19,"Health services","Midwest",44
50746472.2030789,2,1,1,1,2,"Worse Off","Worse Off","Savings account",61,35,"Education","Northeast",33
50772821.2833224,2,1,1,-2,1,"Worse Off","Better Off","Bonds",32,NA,"Public administration","South",37
50821598.9150891,5,3,2,-2,1,"Worse Off","Worse Off","Savings account",31,27,"Wholesale and retail trade","West",31
50954941.3168958,6,4,2,1,0,"Better Off","Worse Off","Bonds",48,41,"Education","Midwest",48
50936400.1148103,3,1,3,5,0,"Worse Off","Worse Off","Stocks",92,20,"Health services","Northeast",57
50741255.9972832,4,2,2,3,1,"Better Off","Worse Off","Retirement account",29,41,"Leisure and hospitality","South",38
50788940.675665,6,4,2,-2,2,"Better Off","Worse Off","Bonds",40,43,"Wholesale and retail trade","West",39
50769457.7867656,3,2,2,0,1,"Worse Off","Worse Off","Stocks",42,40,"Professional and business services","Midwest",37
50877798.4021328,2,1,1,-2,2,"Worse Off","Better Off","Bonds",39,50,"Leisure and hospitality","Northeast",35
51021786.8493894,6,4,2,0,2,"Better Off","Worse Off","Stocks",33,44,"Leisure and hospitality","South",33
50810731.6443362,3,1,2,4,1,"Better Off","Worse Off","Mutual funds",28,49,"Wholesale and retail trade","West",38
50800982.8507754,3,2,2,-3,1,"Better Off","Better Off","Retirement account",33,40,"Financial services","Midwest",43
50648434.2017521,2,1,2,-2,1,"Worse Off","Better Off","Savings account",88,51,"Leisure and hospitality","Northeast",39
50822979.9463968,3,1,2,-1,0,"Better Off","Better Off","Mutual funds",32,37,"Health services","South",33
50707970.1926439,5,2,2,-2,2,"Better Off","Better Off","Savings account",31,44,"Construction","West",32
50795372.8468197,3,2,1,1,0,"Worse Off","Worse Off","Mutual funds",42,38,"Other","Midwest",39
50811017.5942795,3,2,1,-2,1,"Worse Off","Worse Off","Bonds",33,29,"Transportation and utilities","Northeast",33
50885903.5884252,4,3,2,1,1,"Worse Off","Worse Off","Savings account",78,24,"Other","South",39
